Date,Year,Experiment,DataUse,Replication,Month,Vegetation,VegType,N2O,N_rate,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3,Clay,Sand,SOM
5/7/17,2017,BCSE_KBS,Building,R1,May,Corn,Annual,-0.973083842,170,0,47,6.4,363,324,0.760316637,9.650351,24.975568,62.5,637.5,1.174072
5/8/17,2017,BCSE_KBS,Building,R1,May,Corn,Annual,-0.718334815,170,0,27,6.3,364,325,0.759716018,9.666156,25.061974,62.5,637.5,1.174072
5/9/17,2017,BCSE_KBS,Building,R1,May,Corn,Annual,-0.788943527,170,7,10,9.3,365,326,0.759115399,10.453527,25.990256,62.5,637.5,1.174072
5/12/17,2017,BCSE_KBS,Building,R1,May,Corn,Annual,-1.902038197,170,3,7,14.4,3,329,0.757313544,13.454039,29.099862,62.5,637.5,1.174072
5/13/17,2017,BCSE_KBS,Building,R1,May,Corn,Annual,0.379845908,170,0,7,15.6,4,330,0.756712926,14.541113,30.163251,62.5,637.5,1.174072
5/14/17,2017,BCSE_KBS,Building,R1,May,Corn,Annual,-1.175862758,170,0,7,17.2,5,331,0.756112308,15.468357,31.359776,62.5,637.5,1.174072
5/15/17,2017,BCSE_KBS,Building,R1,May,Corn,Annual,-0.696052914,170,0,7,16.6,6,332,0.755511688,16.252963,32.500298,62.5,637.5,1.174072
5/16/17,2017,BCSE_KBS,Building,R1,May,Corn,Annual,0.673225022,170,0,7,22.6,7,333,0.754911071,16.994933,34.17214,62.5,637.5,1.174072
5/17/17,2017,BCSE_KBS,Building,R1,May,Corn,Annual,-0.414484397,170,0,7,24.2,8,334,0.754310452,17.545437,35.772223,62.5,637.5,1.174072
5/18/17,2017,BCSE_KBS,Building,R1,May,Corn,Annual,-0.004473365,170,3,3,22.8,9,335,0.753709833,18.025778,36.649495,62.5,637.5,1.174072
5/19/17,2017,BCSE_KBS,Building,R1,May,Corn,Annual,0.89061167,170,5,3,8.9,10,336,0.753109214,18.299789,36.96486,62.5,637.5,1.174072
5/20/17,2017,BCSE_KBS,Building,R1,May,Corn,Annual,-0.475444633,170,13,5,11.5,11,337,0.752508597,18.824019,37.123922,62.5,637.5,1.174072
5/21/17,2017,BCSE_KBS,Building,R1,May,Corn,Annual,0,170,23,16,15.8,12,338,0.751907978,19.097784,37.240743,62.5,637.5,1.174072
5/22/17,2017,BCSE_KBS,Building,R1,May,Corn,Annual,5.290290573,170,12,28,14.2,13,339,0.75130736,19.209386,37.561059,62.5,637.5,1.174072
5/23/17,2017,BCSE_KBS,Building,R1,May,Corn,Annual,2.036471332,170,1,28,15.7,14,340,0.750706742,19.265363,37.818447,62.5,637.5,1.174072
5/24/17,2017,BCSE_KBS,Building,R1,May,Corn,Annual,2.686390582,170,0,29,15.2,15,341,0.750106123,19.564749,37.829738,62.5,637.5,1.174072
6/12/17,2017,BCSE_KBS,Building,R1,June,Corn,Annual,0,170,0,0,26.7,34,360,0.589943114,7.83989,30.281686,62.5,637.5,1.174072
6/13/17,2017,BCSE_KBS,Building,R1,June,Corn,Annual,0.819153708,170,0,0,25.9,35,361,0.587368999,7.182654,29.668851,62.5,637.5,1.174072
6/14/17,2017,BCSE_KBS,Building,R1,June,Corn,Annual,0.431836935,170,19,0,24.7,36,362,0.588724448,7.160055,28.859142,62.5,637.5,1.174072
6/15/17,2017,BCSE_KBS,Building,R1,June,Corn,Annual,6.25350679,170,19,19,23.4,37,363,0.598430221,6.601492,26.929281,62.5,637.5,1.174072
6/16/17,2017,BCSE_KBS,Building,R1,June,Corn,Annual,4.113641139,170,0,19,23.1,38,364,0.594840569,6.0877,25.468517,62.5,637.5,1.174072
6/17/17,2017,BCSE_KBS,Building,R1,June,Corn,Annual,2.05336628,170,7,19,23.2,39,365,0.591239869,5.744735,23.770866,62.5,637.5,1.174072
6/18/17,2017,BCSE_KBS,Building,R1,June,Corn,Annual,4.356355526,170,10,26,22.3,40,366,0.588676802,5.360367,22.331253,62.5,637.5,1.174072
6/19/17,2017,BCSE_KBS,Building,R1,June,Corn,Annual,3.236705865,170,3,29,19.4,41,367,0.591036198,5.555833,22.470978,62.5,637.5,1.174072
6/20/17,2017,BCSE_KBS,Building,R1,June,Corn,Annual,1.978281534,170,1,29,17.1,42,0,0.581134948,11.046563,27.610687,62.5,637.5,1.174072
6/21/17,2017,BCSE_KBS,Building,R1,June,Corn,Annual,-0.8810403,170,1,30,18.2,43,1,0.575207456,16.672035,33.142693,62.5,637.5,1.174072
6/22/17,2017,BCSE_KBS,Building,R1,June,Corn,Annual,2.700761235,170,2,11,22.9,44,2,0.571758039,23.753365,39.352593,62.5,637.5,1.174072
6/23/17,2017,BCSE_KBS,Building,R1,June,Corn,Annual,0.144613669,170,1,13,22.1,45,3,0.567773232,27.020504,41.91168,62.5,637.5,1.174072
6/26/17,2017,BCSE_KBS,Building,R1,June,Corn,Annual,2.42801898,170,1,9,15.6,48,6,0.549455367,28.702414,42.190745,62.5,637.5,1.174072
6/27/17,2017,BCSE_KBS,Building,R1,June,Corn,Annual,1.868499546,170,0,9,15.9,49,7,0.541049801,28.531501,41.675951,62.5,637.5,1.174072
6/28/17,2017,BCSE_KBS,Building,R1,June,Corn,Annual,1.083287534,170,0,8,18.1,50,8,0.536841493,28.162598,41.0541,62.5,637.5,1.174072
6/29/17,2017,BCSE_KBS,Building,R1,June,Corn,Annual,4.048775646,170,14,8,22.6,51,9,0.538571726,28.947468,41.007187,62.5,637.5,1.174072
6/30/17,2017,BCSE_KBS,Building,R1,June,Corn,Annual,9.965253046,170,14,20,22.3,52,10,0.536915993,28.734216,40.123768,62.5,637.5,1.174072
7/1/17,2017,BCSE_KBS,Building,R1,July,Corn,Annual,11.73730091,170,0,15,22.4,53,11,0.53427787,29.03341,40.411004,62.5,637.5,1.174072
7/2/17,2017,BCSE_KBS,Building,R1,July,Corn,Annual,11.26489483,170,8,15,21,54,12,0.530657355,27.992507,38.943422,62.5,637.5,1.174072
7/3/17,2017,BCSE_KBS,Building,R1,July,Corn,Annual,26.62286678,170,11,22,21.1,55,13,0.543572069,26.813462,36.904797,62.5,637.5,1.174072
7/4/17,2017,BCSE_KBS,Building,R1,July,Corn,Annual,24.41210041,170,3,25,21.7,56,14,0.536383443,24.802769,35.379119,62.5,637.5,1.174072
7/5/17,2017,BCSE_KBS,Building,R1,July,Corn,Annual,21.10282687,170,0,25,22.4,57,15,0.524735387,22.418589,34.216524,62.5,637.5,1.174072
7/6/17,2017,BCSE_KBS,Building,R1,July,Corn,Annual,22.9669655,170,0,25,23.5,58,16,0.511859342,19.794852,32.905413,62.5,637.5,1.174072
7/7/17,2017,BCSE_KBS,Building,R1,July,Corn,Annual,27.91827926,170,9,11,23.3,59,17,0.503442727,22.270345,33.547679,62.5,637.5,1.174072
7/8/17,2017,BCSE_KBS,Building,R1,July,Corn,Annual,25.63141761,170,9,20,19.8,60,18,0.500473457,23.506947,34.142608,62.5,637.5,1.174072
7/9/17,2017,BCSE_KBS,Building,R1,July,Corn,Annual,22.89207826,170,9,20,20,61,19,0.493072379,24.280197,35.337144,62.5,637.5,1.174072
3/22/2010,2010,Arlington WI,Building,R1,March,Corn,Annual,40.412,213,2.03,2.28,3.17,285,285,0.693958065,19.158393,70.957638,280,65,3.583333333
3/22/2010,2010,Arlington WI,Building,R2,March,Corn,Annual,108.885,157,2.03,2.28,3.17,285,285,0.725929032,19.864935,70.812972,230,55,4.5
3/22/2010,2010,Arlington WI,Building,R3,March,Corn,Annual,42.3543,213,2.03,2.28,3.17,285,285,0.669509677,18.606183,71.046976,260,55,3.866666667
3/22/2010,2010,Arlington WI,Building,R5,March,Corn,Annual,14.6333,134,2.03,2.28,3.17,285,285,0.678912903,23.111277,72.603564,265,125,3.766666667
4/5/2010,2010,Arlington WI,Building,R1,April,Corn,Annual,14.9092,213,0,3.05,11.74,299,299,0.633777419,21.834334,77.516371,280,65,3.583333333
4/5/2010,2010,Arlington WI,Building,R3,April,Corn,Annual,6.85266,213,0,3.05,11.74,299,299,0.707122581,21.05896,77.139788,260,55,3.866666667
4/5/2010,2010,Arlington WI,Building,R4,April,Corn,Annual,19.2476,213,0,3.05,11.74,299,299,0.746616129,19.759689,72.736745,270,60,4.25
4/5/2010,2010,Arlington WI,Building,R5,April,Corn,Annual,12.8226,134,0,3.05,11.74,299,299,0.746616129,26.894352,80.334551,265,125,3.766666667
4/20/2010,2010,Arlington WI,Building,R1,April,Corn,Annual,4.60467,213,0,0.51,10.33,314,314,0.675151613,14.1625,15.9775,280,65,3.583333333
4/20/2010,2010,Arlington WI,Building,R2,April,Corn,Annual,12.4293,157,0,0.51,10.33,314,314,0.577358065,16.94,18.3975,230,55,4.5
4/20/2010,2010,Arlington WI,Building,R3,April,Corn,Annual,4.88353,213,0,0.51,10.33,314,314,0.633777419,16.2525,29.7,260,55,3.866666667
4/20/2010,2010,Arlington WI,Building,R4,April,Corn,Annual,9.06659,213,0,0.51,10.33,314,314,0.598045161,16.28,24.3375,270,60,4.25
4/20/2010,2010,Arlington WI,Building,R5,April,Corn,Annual,2.67705,134,0,0.51,10.33,314,314,0.660106452,23.5125,27.72,265,125,3.766666667
5/3/2010,2010,Arlington WI,Building,R1,May,Corn,Annual,10.2803,213,0.25,15.49,12.63,327,327,0.722167742,8.14,26.015,280,65,3.583333333
5/3/2010,2010,Arlington WI,Building,R2,May,Corn,Annual,22.7288,157,0.25,15.49,12.63,327,327,0.648822581,13.9975,35.805,230,55,4.5
5/3/2010,2010,Arlington WI,Building,R3,May,Corn,Annual,9.4961,213,0.25,15.49,12.63,327,327,0.633777419,7.81,15.6475,260,55,3.866666667
5/3/2010,2010,Arlington WI,Building,R4,May,Corn,Annual,19.2315,213,0.25,15.49,12.63,327,327,0.648822581,23.521811,64.445031,270,60,4.25
5/3/2010,2010,Arlington WI,Building,R5,May,Corn,Annual,5.98651,134,0.25,15.49,12.63,327,327,0.6996,10.4775,30.3325,265,125,3.766666667
5/17/2010,2010,Arlington WI,Building,R1,May,Corn,Annual,8.78849,213,0,53.35,13.73,341,341,0.646941935,8.1675,19.635,280,65,3.583333333
5/17/2010,2010,Arlington WI,Building,R2,May,Corn,Annual,10.493,157,0,53.35,13.73,341,341,0.665748387,7.9475,34.7325,230,55,4.5
5/17/2010,2010,Arlington WI,Building,R3,May,Corn,Annual,4.52741,213,0,53.35,13.73,341,341,0.67045,10.56,20.3225,260,55,3.866666667
5/17/2010,2010,Arlington WI,Building,R4,May,Corn,Annual,14.6608,213,0,53.35,13.73,341,341,0.682674194,10.45,36.52,270,60,4.25
5/17/2010,2010,Arlington WI,Building,R5,May,Corn,Annual,1.87151,134,0,53.35,13.73,341,341,0.686435484,8.69,13.9975,265,125,3.766666667
6/1/2010,2010,Arlington WI,Building,R1,June,Corn,Annual,2.98773,213,0,21.84,20.71,356,356,0.6996,22.3575,26.6475,280,65,3.583333333
6/1/2010,2010,Arlington WI,Building,R2,June,Corn,Annual,5.68918,157,0,21.84,20.71,356,356,0.669509677,,,230,55,4.5
6/1/2010,2010,Arlington WI,Building,R3,June,Corn,Annual,5.10421,213,0,21.84,20.71,356,356,0.650703226,19.1675,47.0525,260,55,3.866666667
6/1/2010,2010,Arlington WI,Building,R4,June,Corn,Annual,7.99404,213,0,21.84,20.71,356,356,0.656345161,20.13,68.2,270,60,4.25
6/1/2010,2010,Arlington WI,Building,R5,June,Corn,Annual,2.07967,134,0,21.84,20.71,356,356,0.64506129,21.8625,25.85,265,125,3.766666667
6/14/2010,2010,Arlington WI,Building,R1,June,Corn,Annual,45.815,213,0.76,39.62,17.3,7,7,0.596498438,21.615,18.535,280,65,3.583333333
6/14/2010,2010,Arlington WI,Building,R3,June,Corn,Annual,87.3792,213,0.76,39.62,17.3,7,7,0.850401563,228.525,178.7225,260,55,3.866666667
6/14/2010,2010,Arlington WI,Building,R4,June,Corn,Annual,593.072,213,0.76,39.62,17.3,7,7,0.850401563,226.7375,186.78,270,60,4.25
6/28/2010,2010,Arlington WI,Building,R1,June,Corn,Annual,222.69,213,10.16,73.4,19.39,21,21,0.72345,89.0725,196.46,280,65,3.583333333
6/28/2010,2010,Arlington WI,Building,R2,June,Corn,Annual,324.265,157,10.16,73.4,19.39,21,21,0.788375,133.045,,230,55,4.5
6/28/2010,2010,Arlington WI,Building,R3,June,Corn,Annual,63.5886,213,10.16,73.4,19.39,21,21,0.82779375,14.08,60.8025,260,55,3.866666667
6/28/2010,2010,Arlington WI,Building,R4,June,Corn,Annual,272.526,213,10.16,73.4,19.39,21,21,0.81388125,59.62,238.8375,270,60,4.25
6/28/2010,2010,Arlington WI,Building,R5,June,Corn,Annual,583.149,134,10.16,73.4,19.39,21,21,0.788375,,,265,125,3.766666667
7/12/2010,2010,Arlington WI,Building,R1,July,Corn,Annual,4.04882,213,0,28.45,19.58,35,35,0.616851613,9.35,48.95,280,65,3.583333333
7/12/2010,2010,Arlington WI,Building,R2,July,Corn,Annual,32.3305,157,0,28.45,19.58,35,35,0.614970968,8.0025,32.23,230,55,4.5
7/12/2010,2010,Arlington WI,Building,R3,July,Corn,Annual,7.62369,213,0,28.45,19.58,35,35,0.596164516,21.8075,96.3325,260,55,3.866666667
7/12/2010,2010,Arlington WI,Building,R4,July,Corn,Annual,62.9099,213,0,28.45,19.58,35,35,0.718406452,64.405,192.1975,270,60,4.25
7/12/2010,2010,Arlington WI,Building,R5,July,Corn,Annual,244.063,134,0,28.45,19.58,35,35,0.87826129,,,265,125,3.766666667
7/26/2010,2010,Arlington WI,Building,R1,July,Corn,Annual,3.48734,213,13.46,96.06,20.43,49,49,0.752258065,11.495,38.5,280,65,3.583333333
7/26/2010,2010,Arlington WI,Building,R2,July,Corn,Annual,50.7902,157,13.46,96.06,20.43,49,49,0.765422581,8.03,119.185,230,55,4.5
7/26/2010,2010,Arlington WI,Building,R3,July,Corn,Annual,18.1075,213,13.46,96.06,20.43,49,49,0.680793548,8.6625,54.725,260,55,3.866666667
7/26/2010,2010,Arlington WI,Building,R4,July,Corn,Annual,312.771,213,13.46,96.06,20.43,49,49,0.81996129,6.2425,46.3375,270,60,4.25
7/26/2010,2010,Arlington WI,Building,R5,July,Corn,Annual,188.866,134,13.46,96.06,20.43,49,49,0.808677419,,,265,125,3.766666667
8/9/2010,2010,Arlington WI,Building,R1,August,Corn,Annual,10.5019,213,28.19,28.19,24.13,63,63,0.767303226,22.1925,178.6675,280,65,3.583333333
8/9/2010,2010,Arlington WI,Building,R2,August,Corn,Annual,5.26619,157,28.19,28.19,24.13,63,63,0.859454839,6.2425,104.6375,230,55,4.5
8/9/2010,2010,Arlington WI,Building,R3,August,Corn,Annual,9.20915,213,28.19,28.19,24.13,63,63,0.710883871,6.325,67.87,260,55,3.866666667
8/9/2010,2010,Arlington WI,Building,R4,August,Corn,Annual,99.0794,213,28.19,28.19,24.13,63,63,0.872619355,11.0825,123.2275,270,60,4.25
8/9/2010,2010,Arlington WI,Building,R5,August,Corn,Annual,180.446,134,28.19,28.19,24.13,63,63,0.801154839,9.7075,90.805,265,125,3.766666667
8/23/2010,2010,Arlington WI,Building,R1,August,Corn,Annual,1.95413,213,0,15.49,20.5,77,77,0.707122581,17.4625,15.0975,280,65,3.583333333
8/23/2010,2010,Arlington WI,Building,R2,August,Corn,Annual,9.83894,157,0,15.49,20.5,77,77,0.893306452,10.89,55.1925,230,55,4.5
8/23/2010,2010,Arlington WI,Building,R3,August,Corn,Annual,6.83345,213,0,15.49,20.5,77,77,0.720287097,9.9,19.855,260,55,3.866666667
8/23/2010,2010,Arlington WI,Building,R4,August,Corn,Annual,13.5829,213,0,15.49,20.5,77,77,0.87826129,11.33,74.2775,270,60,4.25
8/23/2010,2010,Arlington WI,Building,R5,August,Corn,Annual,6.69299,134,0,15.49,20.5,77,77,0.799274194,9.13,131.5875,265,125,3.766666667
9/8/2010,2010,Arlington WI,Building,R1,September,Corn,Annual,1.1194,213,0.25,20.57,11.76,93,93,0.675151613,15.8675,24.7775,280,65,3.583333333
9/8/2010,2010,Arlington WI,Building,R2,September,Corn,Annual,5.48396,157,0.25,20.57,11.76,93,93,0.740974194,31.6525,238.92,230,55,4.5
9/8/2010,2010,Arlington WI,Building,R3,September,Corn,Annual,4.00848,213,0.25,20.57,11.76,93,93,0.690196774,11.2475,33.825,260,55,3.866666667
9/8/2010,2010,Arlington WI,Building,R4,September,Corn,Annual,8.75808,213,0.25,20.57,11.76,93,93,0.716525806,9.735,181.0875,270,60,4.25
9/8/2010,2010,Arlington WI,Building,R5,September,Corn,Annual,3.43354,134,0.25,20.57,11.76,93,93,0.784229032,12.375,39.6275,265,125,3.766666667
9/21/2010,2010,Arlington WI,Building,R1,September,Corn,Annual,1.80013,213,2.03,8.63,20.75,106,106,0.630016129,13.75,22.9625,280,65,3.583333333
9/21/2010,2010,Arlington WI,Building,R2,September,Corn,Annual,6.41869,157,2.03,8.63,20.75,106,106,0.772945161,7.5075,103.1525,230,55,4.5
9/21/2010,2010,Arlington WI,Building,R3,September,Corn,Annual,3.50912,213,2.03,8.63,20.75,106,106,0.675151613,9.1025,32.175,260,55,3.866666667
9/21/2010,2010,Arlington WI,Building,R4,September,Corn,Annual,4.70889,213,2.03,8.63,20.75,106,106,0.767303226,8.8,72.545,270,60,4.25
9/21/2010,2010,Arlington WI,Building,R5,September,Corn,Annual,2.82765,134,2.03,8.63,20.75,106,106,0.853812903,7.1225,65.89,265,125,3.766666667
10/4/2010,2010,Arlington WI,Building,R1,October,Corn,Annual,0.672858,213,0,0.25,5.72,119,119,0.543506452,8.69,16.0325,280,65,3.583333333
10/4/2010,2010,Arlington WI,Building,R2,October,Corn,Annual,2.17878,157,0,0.25,5.72,119,119,0.711824194,4.015,35.4475,230,55,4.5
10/4/2010,2010,Arlington WI,Building,R3,October,Corn,Annual,1.02759,213,0,0.25,5.72,119,119,0.661987097,3.905,24.3925,260,55,3.866666667
10/4/2010,2010,Arlington WI,Building,R4,October,Corn,Annual,2.0595,213,0,0.25,5.72,119,119,0.846290323,4.1525,43.5875,270,60,4.25
10/4/2010,2010,Arlington WI,Building,R5,October,Corn,Annual,0.716289,134,0,0.25,5.72,119,119,0.795512903,7.3425,44.1375,265,125,3.766666667
10/20/2010,2010,Arlington WI,Building,R1,October,Corn,Annual,0.825394,213,0,0,9.25,135,135,0.566074194,11.55,0.495,280,65,3.583333333
10/20/2010,2010,Arlington WI,Building,R2,October,Corn,Annual,1.3924,157,0,0,9.25,135,135,0.633777419,7.7,11.9625,230,55,4.5
10/20/2010,2010,Arlington WI,Building,R3,October,Corn,Annual,0.906142,213,0,0,9.25,135,135,0.630016129,7.1225,,260,55,3.866666667
10/20/2010,2010,Arlington WI,Building,R4,October,Corn,Annual,5.28354,213,0,0,9.25,135,135,0.697719355,6.215,2.4475,270,60,4.25
10/20/2010,2010,Arlington WI,Building,R5,October,Corn,Annual,1.62615,134,0,0,9.25,135,135,0.740974194,3.1075,1.4025,265,125,3.766666667
11/1/2010,2010,Arlington WI,Building,R1,November,Corn,Annual,0.765052,213,0,23.11,1.3,147,147,0.620612903,9.185,40.3425,280,65,3.583333333
11/1/2010,2010,Arlington WI,Building,R2,November,Corn,Annual,0.968822,157,0,23.11,1.3,147,147,0.6413,8.085,88.5225,230,55,4.5
11/1/2010,2010,Arlington WI,Building,R3,November,Corn,Annual,1.51747,213,0,23.11,1.3,147,147,0.436309677,7.3425,28.875,260,55,3.866666667
11/1/2010,2010,Arlington WI,Building,R4,November,Corn,Annual,2.18475,213,0,23.11,1.3,147,147,0.620612903,9.79,72.1325,270,60,4.25
11/1/2010,2010,Arlington WI,Building,R5,November,Corn,Annual,1.09095,134,0,23.11,1.3,147,147,0.622493548,7.8925,,265,125,3.766666667
11/15/2010,2010,Arlington WI,Building,R1,November,Corn,Annual,1.25403,213,7.87,11.93,2.12,161,161,0.658225806,11.578022,9.409065,280,65,3.583333333
11/15/2010,2010,Arlington WI,Building,R2,November,Corn,Annual,1.54661,157,7.87,11.93,2.12,161,161,0.846290323,12.913992,10.416195,230,55,4.5
11/15/2010,2010,Arlington WI,Building,R3,November,Corn,Annual,1.10652,213,7.87,11.93,2.12,161,161,0.628135484,11.028989,8.856484,260,55,3.866666667
11/15/2010,2010,Arlington WI,Building,R4,November,Corn,Annual,2.79928,213,7.87,11.93,2.12,161,161,0.752258065,9.976917,7.811935,270,60,4.25
11/15/2010,2010,Arlington WI,Building,R5,November,Corn,Annual,1.06941,134,7.87,11.93,2.12,161,161,0.81996129,13.600809,11.191886,265,125,3.766666667
11/29/2010,2010,Arlington WI,Building,R1,November,Corn,Annual,4.54321,213,0,12.44,3.46,175,175,0.479564516,12.153196,11.035214,280,65,3.583333333
11/29/2010,2010,Arlington WI,Building,R2,November,Corn,Annual,17.3394,157,0,12.44,3.46,175,175,0.584880645,14.051273,12.426412,230,55,4.5
11/29/2010,2010,Arlington WI,Building,R3,November,Corn,Annual,4.68917,213,0,12.44,3.46,175,175,0.567954839,11.830955,10.451984,260,55,3.866666667
11/29/2010,2010,Arlington WI,Building,R4,November,Corn,Annual,29.7728,213,0,12.44,3.46,175,175,0.588641935,10.667613,9.176856,270,60,4.25
11/29/2010,2010,Arlington WI,Building,R5,November,Corn,Annual,0.861134,134,0,12.44,3.46,175,175,0.622493548,14.331397,13.063976,265,125,3.766666667
3/28/2011,2011,Arlington WI,Building,R1,March,Corn,Annual,8.3142,135,0,35.31,-3.18,294,294,0.669509677,26.95,3.6575,280,65,3.583333333
3/28/2011,2011,Arlington WI,Building,R2,March,Corn,Annual,51.5294,90,0,35.31,-3.18,294,294,0.611209677,50.38,5.6375,230,55,4.5
3/28/2011,2011,Arlington WI,Building,R3,March,Corn,Annual,3.09942,135,0,35.31,-3.18,294,294,0.573596774,26.125,5.6925,260,55,3.866666667
3/28/2011,2011,Arlington WI,Building,R4,March,Corn,Annual,5.56458,67,0,35.31,-3.18,294,294,0.599925806,42.8725,4.015,270,60,4.25
3/28/2011,2011,Arlington WI,Building,R5,March,Corn,Annual,14.1928,67,0,35.31,-3.18,294,294,0.725929032,29.3425,3.8775,265,125,3.766666667
4/11/2011,2011,Arlington WI,Building,R1,April,Corn,Annual,8.76561,135,5.59,9.91,10.47,308,308,0.707122581,14.685,5.115,280,65,3.583333333
4/11/2011,2011,Arlington WI,Building,R2,April,Corn,Annual,24.5166,90,5.59,9.91,10.47,308,308,0.654464516,93.445,5.83,230,55,4.5
4/11/2011,2011,Arlington WI,Building,R3,April,Corn,Annual,4.11366,135,5.59,9.91,10.47,308,308,0.673270968,37.895,7.535,260,55,3.866666667
4/11/2011,2011,Arlington WI,Building,R4,April,Corn,Annual,6.7918,67,5.59,9.91,10.47,308,308,0.626254839,59.29,3.7125,270,60,4.25
4/11/2011,2011,Arlington WI,Building,R5,April,Corn,Annual,1.84896,67,5.59,9.91,10.47,308,308,0.692077419,16.6375,4.455,265,125,3.766666667
4/25/2011,2011,Arlington WI,Building,R1,April,Corn,Annual,8.74386,135,0,33.27,9.9,322,322,0.633777419,3.8775,4.675,280,65,3.583333333
4/25/2011,2011,Arlington WI,Building,R2,April,Corn,Annual,24.3956,90,0,33.27,9.9,322,322,0.654464516,13.5575,3.8225,230,55,4.5
4/25/2011,2011,Arlington WI,Building,R3,April,Corn,Annual,4.10099,135,0,33.27,9.9,322,322,0.69583871,16.06,4.015,260,55,3.866666667
4/25/2011,2011,Arlington WI,Building,R4,April,Corn,Annual,6.88654,67,0,33.27,9.9,322,322,0.769183871,23.32,5.39,270,60,4.25
4/25/2011,2011,Arlington WI,Building,R5,April,Corn,Annual,1.87475,67,0,33.27,9.9,322,322,0.912112903,16.7475,3.6575,265,125,3.766666667
5/9/2011,2011,Arlington WI,Building,R1,May,Corn,Annual,26.4348,135,0,0.51,12.81,336,336,0.651362961,3.08,10.45,280,65,3.583333333
5/9/2011,2011,Arlington WI,Building,R2,May,Corn,Annual,19.5117,90,0,0.51,12.81,336,336,0.615325859,155.4575,51.04,230,55,4.5
5/9/2011,2011,Arlington WI,Building,R3,May,Corn,Annual,2.50779,135,0,0.51,12.81,336,336,0.618114984,7.92,27.4725,260,55,3.866666667
5/9/2011,2011,Arlington WI,Building,R4,May,Corn,Annual,4.96628,67,0,0.51,12.81,336,336,0.627848766,4.0975,24.805,270,60,4.25
5/9/2011,2011,Arlington WI,Building,R5,May,Corn,Annual,13.039,67,0,0.51,12.81,336,336,0.624571875,16.225,15.895,265,125,3.766666667
5/23/2011,2011,Arlington WI,Building,R1,May,Corn,Annual,3.64974,135,0.51,2.29,17.87,350,350,0.75413871,3.9325,8.635,280,65,3.583333333
5/23/2011,2011,Arlington WI,Building,R2,May,Corn,Annual,12.6766,90,0.51,2.29,17.87,350,350,0.456996774,6.7925,42.5975,230,55,4.5
5/23/2011,2011,Arlington WI,Building,R3,May,Corn,Annual,2.43997,135,0.51,2.29,17.87,350,350,0.598045161,4.7575,16.5,260,55,3.866666667
5/23/2011,2011,Arlington WI,Building,R4,May,Corn,Annual,25.9013,67,0.51,2.29,17.87,350,350,0.724048387,17.3525,42.7075,270,60,4.25
5/23/2011,2011,Arlington WI,Building,R5,May,Corn,Annual,3.70791,67,0.51,2.29,17.87,350,350,0.680793548,5.4725,18.645,265,125,3.766666667
6/6/2011,2011,Arlington WI,Building,R1,June,Corn,Annual,3.67622,135,0,0.51,24.08,364,364,0.857574194,4.0425,27.01875,280,65,3.583333333
6/6/2011,2011,Arlington WI,Building,R2,June,Corn,Annual,12.1593,90,0,0.51,24.08,364,364,0.716525806,5.115,49.98125,230,55,4.5
6/6/2011,2011,Arlington WI,Building,R3,June,Corn,Annual,4.68035,135,0,0.51,24.08,364,364,0.76166129,3.67125,43.8075,260,55,3.866666667
6/6/2011,2011,Arlington WI,Building,R4,June,Corn,Annual,4.00644,67,0,0.51,24.08,364,364,0.731570968,10.1475,54.7525,270,60,4.25
6/6/2011,2011,Arlington WI,Building,R5,June,Corn,Annual,7.03252,67,0,0.51,24.08,364,364,0.810558065,4.2625,32.5325,265,125,3.766666667
6/20/2011,2011,Arlington WI,Building,R1,June,Corn,Annual,4.03662,135,41.15,52.33,19.25,378,378,0.904590323,4.1525,45.4025,280,65,3.583333333
6/20/2011,2011,Arlington WI,Building,R2,June,Corn,Annual,8.6197,90,41.15,52.33,19.25,378,378,0.6996,3.4375,57.365,230,55,4.5
6/20/2011,2011,Arlington WI,Building,R3,June,Corn,Annual,2.81838,135,41.15,52.33,19.25,378,378,0.861335484,2.585,71.115,260,55,3.866666667
6/20/2011,2011,Arlington WI,Building,R4,June,Corn,Annual,8.84692,67,41.15,52.33,19.25,378,378,0.857574194,2.9425,66.7975,270,60,4.25
6/20/2011,2011,Arlington WI,Building,R5,June,Corn,Annual,9.95482,67,41.15,52.33,19.25,378,378,0.831245161,3.0525,46.42,265,125,3.766666667
7/5/2011,2011,Arlington WI,Building,R1,July,Corn,Annual,2.37243,135,0,0.25,22.19,10,10,0.591776344,22.99,40.315,280,65,3.583333333
7/5/2011,2011,Arlington WI,Building,R2,July,Corn,Annual,7.2258,90,0,0.25,22.19,10,10,0.591776344,158.3725,126.1425,230,55,4.5
7/5/2011,2011,Arlington WI,Building,R3,July,Corn,Annual,4.73033,135,0,0.25,22.19,10,10,0.545387097,7.975,29.1775,260,55,3.866666667
7/5/2011,2011,Arlington WI,Building,R4,July,Corn,Annual,3.49489,67,0,0.25,22.19,10,10,0.581119355,3.6025,11.495,270,60,4.25
7/5/2011,2011,Arlington WI,Building,R5,July,Corn,Annual,23.8595,67,0,0.25,22.19,10,10,0.648822581,4.8125,16.94,265,125,3.766666667
7/19/2011,2011,Arlington WI,Building,R1,July,Corn,Annual,3.57154,135,1.52,2.28,27.17,24,24,0.231319355,21.2575,22.165,280,65,3.583333333
